npl_publn_id	npl_biblio
957227907	Williams et al., Liposuction-Derived Human Fat Used for Vascular Graft Sodding Contains Endothelial Cells and Not Mesothelial Cells as the Major Cell Type, J. Vasc. Surg. 19:916-923, 1994.
957230744	Williams et al., Retrovirus-mediated transfer of human adenosine deaminase gene sequences into cells in culture and into murine hematopoietic cells in vivo, Proc. Natl. Acad. Sci. USA 83:2566-2570 (1986).
957237799	Williams et al., Science 257: 389-395 (1992).
957237885	Williams and Wagner, J. Appl. Physiol., 88:1119-1126, 2000.
957242487	Williams et al., Isolation and Long-Term Cell Culture of Epithelial-like Cells from Rat Liver, Experimental Cell Research (1971), vol. 69 pp. 106-112.
957243352	Williams et al. (1984), A randomized double-blind study of acetohydroxamic acid in struvite nephrolithiasis, N. Engl. J. Med. 311:760-764.
957243353	Williams et al. (1990), Septic arthritis, Arthr. Rheum. 33:533-541.
957245044	Williams et al., Activation of the FGF Receptor Underlies Neurite Outgrowth Stimulated by L1, N-CAM, and N-Cadherin, Neuron 13: 583-594, 1994.
957252200	Williams et al., A Chemical Shift Insensitive Slice Selective RF Pulse (Chiss) , J. of Magn. Res. 91, pp. 57 64 (1991).
957253358	Williams et al., PNAS, 92(9):3819 3823.
957270693	Williams D., et al. (1988). Molecular Basis of the Activity of Antibiotics of the Vancomycin Group, Biochem. Pharm., 37:133-141.
957272747	Williams and Blanch (1994) Covalent immobilization of protein monolayers for biosensor applications. Biosensors & Bioelectronics, (2):159 67, Abstract.
957276808	Williams et al., (1987), Diphtheria Toxin Receptor Binding Domain Substitution with Interleukin 2: Genetic Construction and Properties of a Diphtheria Toxin Related Interleukin 2 Fusion Protein, Prot. Engin. 1: 493 498.
957280197	Williams et al., J. Am. Med. Assoc., 257, 3251-3256, 1987.
957281291	Williams et al., 1992, J. Org. Chem., 57: pp. 6527 6532, Asymetric 1,3 dipolar cycloaddition reactions: Synthesis of highly substituted proline derivatives.
957284119	Williams et al., Bounds and analysis of aliasing errors in linear-feedback shift registers, IEEE Trans. CAD of Integrated Circuits and Systems, vol. CAD-7, No. 1, pp. 75-83, (1988).
957306129	Williams et al., Directional Coronary Atherectomy: But Wait, There's More, Circulation, 1998, vol. 97, pp. 309-311.
957310167	Williams et al. DNA polymorphisms amplified by arbitrary primers are useful as genetic markers Nucleic Acids Res. 18(22):6531-34 (1990).
957310605	Williams et al., 1-(((7,7-Dimethyl-2(S)-(2(S)-amino-4-(methylsulfonyl)butyramido)bicyclo[2.2.1]-heptan-1(S)-yl)methy)sulfonyl)-4-(2-methylphenyl)piperazine (L-368,889): An Orally Bioavailable, Non-peptide Oxytocin Antagonist with Potential Utility for Managing Preterm Labor, J. Med. Chem. 37:565-571 (1994).
957315528	Williams et al., Combined intracranial iudr polymers and 125-I seeds for radiosensitization of experimental malignant glioma brachytherapy, American Society for Therapeutic Radiation and Oncology Abstract Annual Meeting 1997.
957315529	Williams et al., Controlled Release of Radiochemical from Implantable Biodegradable Polymer Devices, Society Nuclear Medicine Abstract.
957315530	Williams et al., Implantable Biodegradable Polymers for IUdR Radiosensitization of Experimental Human Malignant Glioma, Journal of Neuro-Oncology 32:181-192 (1997).
957315531	Williams et al., Implantable Biodegradable Polymers for Radiosensitization of Human Glioma in Vivo, American Society for Therapeutic Radiation and Oncology: Abstract Annual Meeting 1997.
957315532	Williams et al., Implantable Biodegradable Polymers for IUdR Radiosensitization of Human Glioma in Vivo, American Society for Therapeutic Radiation and Oncology: Abstract Annual Meeting 1997.
957315533	Williams et al., Implantable Biodegradable Polymers for IUdR Radiosensitization of Human Malignant Glioma In Vivo, American Radium Society Abstract: Podium Presentation 1996 San Francisco.
957315534	Williams et al., Implantable Biodegradable Polymers for IUdR Radiosensitization of Human Malignant Glioma In Vivo, American Society for Clinical Oncology Annual Meeting 1995 Poster Presentation (Abstract).
957315535	Williams et al., Polymers for IUdR Radiosensitization of Experimental Glioblastoma, Congress of Neurological Surgeons Abstract: 1997.
957315536	Williams et al., Polymers for IUdR Radiosensitization of Experimental Glioblastoma, Society Neuro Oncology Abstract: Post Nov. 1997 Meeting.
957318727	Williams et al., The Degradation of Polyhydroxybutyrate (PHB) Biomaterial and Clinical Applications, edited by Pizzoferrato et al., pp.471 476 (1987).
957320461	Williams et al., Formation of a Multilayer Cellular Lining on a Polyurethane Vascular Graft Following Endothelial Cell Sodding, Jrnl of Biomedical Materials Research, 26:103-117.
957321085	Williams et al., The Priamary Structure of Hen Ovotransferrin, Eur. J. Biochem. 122: 297-303, 1982.
957321118	Williams et al., Activation of the FGF Receptor Underlies Neurite Outgrowth Stimulated by L1, N-CAM, and N-Cadherin,  Neuron 13: 583-594, 1994.
957323253	Williams et al. The relationship between neutrophils and increased microvascular permeability in a model of myocardial ischemia and reperfusion in the rabbit. British Journal of Pharmacology, 1990, 100: 729-734.
957338364	Williams and Northrop, Kinetic mechanisms of gentamicin acetyltransferase I. Antibiotic-dependent shift from rapid to nonrapid equilibrium random mechanisms, J. Biol. Chem., 253:5902-5907, 1978.
957338365	Williams and Northrop, Synthesis of a tight-binding, multisubstrate analog inhibitor of gentamicin acetyltransferase I, J. Antibiotic, 32:1147-1154, 1979.
957339315	Williams et al., Tetrahedron Letters, vol. 22, pp. 385 388 (1981).
957341719	Williams et al., Activation of the FGF Receptor Underlies Neurite Outgrowth Stimulated by L1, N-CAM, and N-Cadherin, Neuron 13: 583-594, 1994.
957341720	Williams et al., The Priamary Structure of Hen Ovotransferrin, Eur. J. Biochem. 122: 297-303, 1982.
957347245	Williams et al., Restricted Heterogeneity of T Cell Receptor Transcripts in Rheumatoid Synovium, J. Clin. Invest., 1992, 90, 326-333.
957347316	Williams et al., Molecular Diagnosis of Borrelia burgdorferi Infection (Lyme Disease), DNA and Cell Biology, 1992, 11, 207-213.
957349431	Williams et al., Etch Rates for Micromachining Processing, Journal of Microelectromechanical Systems, vol. 5, No. 4, pp. 256-259 (Dec. 1996).
957351530	Williams BR, Role of the Double-Stranded RNA-activated Protein kinase (PKR) in Cell Regulation, Biochem Soc Trans, 1997, 25(2):509-513.
957355334	Williams & Ward, J. Polym. Science, Polymer Letters, vol. 6, pp. 621-624)(1968).
957362813	Williams B., et al., Angiotensin II Increases Vascular Permeability Factor Gene Expression by Human Vascular Smooth Muscle Cells, Hypertension, vol. 25, 1995, pp 913-917.
957368493	Williams et al., Extrusion, Extrusion An in depth look at a versatile process, Food Engineering International, vol. 2, No. 4, pp. 57 161, 1977.
957368644	Williams et al., Extrusion, Extrusion An in depth look at a versatile process, Food Engineering International, vol. 2, No. 4, pp. 57 62, 1977.
957370289	Williams et al., Journal of Applied Physics, Vol. 28, No. 10 October 1957, pages 1181 to 1184 relied upon
957373232	Williams et al., Selective Inhibition of Growth Faxtor-stimulated Mitogenesis by a Cell-permeable Grb2-binding Peptide, The Journal of Biological Chemistry, vol. 272, pp. 22349-22354, Aug. 29, 1997.
957373766	Williams et al., Archives of Surgery, Vol. 49, pg. 225, 1944 167/81 Top
957384797	Williams et al., Immunosuppressive Effects of Leflunomide in a Cardiac Allograft Model, Transplantation Proc. 25:745-746 (1993).
957384798	Williams et al., Leflunomide in Experimental Transplantation, Transplantation 57:1223-1231 (1994).
957392076	Williams et al., Effects of Estrogen and Tamoxifen on Serum Osteocalcin Levels in Ovariectomized Rats, Bone Mineral., 14:205-220 (1991).
957403155	Williams et al. (1991) Proc. Natl. Acad. Sci. USA 88:2726.
957412211	Williams et al., Polym. Eng. Sci., 23, 1022 (1983).
957412379	Williams et al., 1990, Journal of Biological Chemicstry, 265(33):20673-7.
957412648	Williams et al. (Williams.pdf), The Component Object Model, Oct. 1994, Microsoft Corporation.
957414051	Williams et al., A human protein related to yeast Cdc6p, Abstract, Proc. Natl. Acad. Sci. USA (1997), 94 (1), 142-147.
957414053	Williams et al., Improved cervical smear assessment using antibodies against proteins that regulate DNA replication, Abstract, Proc. Natl. Acad. Sci. USA (Dec. 8, 1998) 95 (25) 14932-7.
957416693	Williams et al., Polymer Letters, vol. 6, pp. 621 624 (1968).
957429379	Williams & Peoples, Biodegradable plastics from plants, CHEMTECH 38-44 (1996).
957431969	Williams et al., Etch Rates for Micromachining Processing, Journal of Microelectromechanical Systems, vol. 5, No. 4, pp. 256-259 (Dec. 1996).
957448309	Williams et al., 1990, Journal of Biological Chemicstry, 265(33):20673-7.
957449383	Williams and Day, The contribution of enantiomers to variability in response to anti inflammatory drugs , Anti Rheumatic Drugs AAS 24: 76 84 (1988).
957449390	Williams and Day, Stereoselective disposition basis for variability in response to NSAID s , Non steroidal Anti Inflammatory Drugs 17: 119 126 (1985).
957449908	Williams et al. Virology 156:282-292, 1987.*
957458253	Williams et al, Observation of Photodetector Nonlinearities, Elec. Ltrs., vol. 28, No. 8, pp. 731 732, 1992.
957462062	Williams and Fukuda, Accumulation of Membrane Glycoproteins in Lysosomes Requires a Tyrosine Residue at a Particular Position in The Cytoplasmic Tail, J. Cell Biology, 111: 955-966, (1990).
957462073	Williams et al., Embryonic Lethalities and Endothelial Tumors in Chimeric Mice Expressing Polyoma Virus Middle T Oncogene, Cell, 52: 121-131, (1988).
957472555	Williams et al., Immunosuppressive Effects of Leflunomide in a Cardiac Allograft Model, Transplantation Proc. 25:745 746 (1993).
957472556	Williams et al., Leflunomide in Experimental Transplantation, Transplantation 57:1223 1231 (1994).
957476191	Williams and David, Evidence that MutY is a monofuctional glycosylase capable of forming a covalent Schiff base intermediate with substrate DNA, Nucleic Acids Research.
957476502	Williams et al., Acyclic NK-1 Antagonists: 2-Benzhydryl-2-Aminoethyl Ethers, Bioorganic & Medicinal Chemistry Letters, vol. 4, No. 16, pp. 1903-1908, 1994.
957478640	Williams et al., 2006, The role of human metapneumovirus in upper respiratory tract infections in children: a 20-year experience, J Infect Dis. 193(3):387-95.
957486228	Williams et al., The effects of cooling rate on solid phase transitions and associated vial breakage occurring in frozen mannitol solutions, Journal of Parenteral Science and Technology 40(4):135-141 (1986).
957490821	Williams and Catchpole, A new protocol for a challenge test to assess the efficacy of live anticoccidial vaccines for chickens, Vaccine 18 (2000) 1178-1185.
957494462	Williams et al. (1991) J. Biol. Chem., vol. 266, No. 8, pp. 5182 5190.
957498959	Williams et al ED., Water Soluble Vitamins, Nutrition and Diet Therapy, 7th ed., Chapter 9, Mosby Year Book Inc., pp. 199 218 (1993).
957500333	Williams et al., eds., 1980, Gray's Anatomy, 36th ed., W.B. Saunders Co., Philadelphia.
957501340	Williams et al., Design of bioactive peptides based on antibody hypervariable region structures. Development of conformationally constrained and dimeric peptides with enhanced affinity, J. Biol. Chem., 266(8):5182-5190 (1991).
957501341	Williams et al., Development of biologically active peptides based on antibody structure, Proc Natl Acad Sci USA, 86(14):5537-5541 (1989).
957502935	Williams et al., Proc. West. Pharmacol. Soc., 28:47-50 (1985).
957507854	Williams et al. (1992), Effect of Transforming Growth Factor on Postoperative Adhesion Formation and Intact Peritoneum, J. Surgical Research , vol. 52, pp. 65 70.
957511635	Williams et al., Science 215, pp. 687 to 689, (1982).
957514704	Williams et al., Corticotropin-Releasing Factor Directly Mediates Colonic Responses to Stress American Journal of Physiology 253:G582-G586 (1987).
957515254	Williams et al., Neuron 8: 71 84 (1992).
957515268	Williams et al., Structure and Functional Expression of an Conotoxin Sensitive Human N Type Calcium Channel , Science, (1992a) 257:389 395.
957519545	Williams et al., Introduction of foreign genes into tissues of living mice by DNA-coated microprojectiles, Chemical Reviews, vol. 90, No. 4, Jun. 1990.
957522269	Williams et al., R., Brain Research, 463:21-27 (1988).
957524411	Williams et al., R., Brain Research, 463:21-27 (1988).
957525372	Williams et al., 1998, Partition and Permeation of Dextran in Polyacrylamide Gel, Biophys. J. 75:493-502.
957528297	Williams et al., R., Brain Research, 463:21-27 (1988).
957529144	Williams et al., Anti-tumor necrosis factor ameliorates joint disease in murine collagen-induced arthritis, Proceedings of National Academy of Science of the United States of America, 89:9784-9788 (1992).
957530217	Williams DC, Paul DC, and Black LJ. Effects of estrogen and tamoxifen on serum osteocalcin levels in ovariectomized rats. Bone and Mineral, 14 (1991):205-220.
957539568	Williams et al., Journal of Materials Science, 24 (1989) 4062 4067.
957540522	Williams et al., Journal of the American Ceramic Society, Vol. 52, Pages 139 145 (1969).
957544825	Williams et al., Blood, 87(5):1687-1691 (1996).
957550945	Williams et al., Electrochemical-Enzymatic Analysis of Blood Glucose and Lactate, Analytical Chemistry, 1970, vol./Issue No. 42, No. 1, pp. 118-121.
957552672	Williams et al, Structure-Activity Relationships of Carbocyclic Influenza Neuraminidase Inhibitors, 7(14):1837-1842, Bioorg Med Chem Lett, 1997.
957562040	Williams et al., The Impact Strength of Fibre Composites, Journal of Materials Science, vol. 8, pp. 1765 1787, (1973).
957563093	Williams et al. Collagen Fibril Formation. The Journal of Biological Chem. vol. 253, No. 18 (1978) pp. 6578 6585.
957568953	Williams et al., Interaction of putative anxiolytic agents with central adenosine receptors, Can. J. Physiol. Pharmacol. 59:897 900 (1981).
957576654	Williams et al., 1992, Embo J. 11:1261 1273.
957576730	Williams et al. Proliferating cellular nuclear antigen expression as a marker of perivascular macrophages in simian immunodeficiency virus encephalitis. Am. J. Pathol. 2002, 161:575-585.
957579371	Williams et al, Metabolic Effects of Dietary Galactose, Wld Rev. Nutr. Diet., vol. 39, pp. 23-52 (Karger, Basel 1982).
957599946	Williams et al, Gastroenterology, vol. 111, 1996, pp. 1134-1140.
957602225	Williams et al., Multipurpose chip for physiological measurements, IEEE International Symposium on Circuits and Systems, vol. 4, pp. 255-258, Proc. (1994).
